Referencia contrato,Objeto,Entidad,Entidad contratante,Importe licitación,Tipo contrato,Procedimiento adjudicación,Nº licitadores,Fecha formalización,Adjudicatario,Importe adjudicación,Nombre PDF,Url PDF,uri
OBRAS/00019/2016,Desvío provisional al puente del P.K. 7 en la CA-6108 (Algar-P.Galis),Diputación de Cádiz,Diputación Provincial,32881.39,Obras,Menor,4,11/05/2016,"Servicentro Puerto, S.L.U.",26285.38,11/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/618.csv
SUMIN/00005/2016,Adquisición de 27 delantatales RR.MM cádiz y Puerto,Diputación de Cádiz,Diputación Provincial,193.32,Suministro,Menor,2,11/05/2016,"Rutesa Suministros y Servicios, S.L.",193.32,11/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/601.csv
16CAG00095,"Talleres GANESHA de Educación para el Desarrollo de centros de mayores, realizado en el municipio de Olvera",Diputación de Cádiz,Servicio de Cooperación Internacional,820.00,Menores,Menores,1,13/05/2016,SMART IB de impulso empresarial S. Coop. And.,820.00,13/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/912.csv
16CAG00071,"Talleres GANESHA de Educación para el Desarrollo de centros de mayores, realizado en el municipio de El Gastor",Diputación de Cádiz,Servicio de Cooperación Internacional,820.00,Menores,Menores,1,13/05/2016,SMART IB de impulso empresarial S. Coop. And.,820.00,13/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/911.csv
16CAG00072,"Talleres GANESHA de Educación para el Desarrollo de centros de mayores, realizado en el municipio de Benalup-Casas Viejas",Diputación de Cádiz,Servicio de Cooperación Internacional,820.00,Menores,Menores,1,13/05/2016,SMART IB de impulso empresarial S. Coop. And.,820.00,13/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/909.csv
"Factura, 7652/16","Medallas y Trofeos, XXI Copa Diputación de Escuelas de Fútbol",Diputación de Cádiz,Diputación de Cádiz,3000.00,Suministro,Contrato menor,3,17/05/2016,TODOLAMP TROFEOS,3000.00,17/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1812.csv
1162415,Adquisición pack informático Adobe VIPG 6.0,Diputación de Cádiz,Servicio de Producciones Audiovisuales,1131.68,Menores,Menores,1,18/05/2016,Insight Technology Solutions,1131.68,18/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/801.csv
2016013314264,DSNG y SAT para el Día de la Provincia,Diputación de Cádiz,Servicio de Producciones Audiovisuales,2141.70,Menores,Menores,1,20/05/2016,"Mediasur Producciones  Audiovisuales, S.L.",2141.70,20/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/803.csv
SERVI/00013/2016,Asesoramiento Económico Financiero al CAEL,Diputación de Cádiz,Diputación Provincial,16900,Servicios,Menor,1,20/05/2016,"AFI Consultores de las Administraciones Públicas, S.A.",16900,20/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/617.csv
0002,Desayuno II Encuentro Comarcal de la Sierra.,Diputación de Cádiz,Diputación Provincial de Cádiz,2530.00,Servicio,Contrato menor,1,21/05/2016,Catering Asho,2530.00,21/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1940.csv
4,Ponente II Encuentro Sierra,Diputación de Cádiz,Servicio de Participación Ciudadana,250.00,Menores,Menores,1,24/05/2016,Álvaro Sánchez,250.00,24/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/920.csv
161332,Material para Taller II Encuentro Sierra,Diputación de Cádiz,Servicio de Participación Ciudadana,67.76,Menores,Menores,1,24/05/2016,Ferretería Quirós,67.76,24/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/917.csv
SUMIN/00030/2016,Vestuario de trabajo para IFECA,Diputación de Cádiz,Diputación Provincial,655,Suministro,Menor,1,24/05/2016,"Albariza Moda Laboral, S.L.",655,24/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/621.csv
SUMIN/00029/2016,Vestuario de trabajo para varias dependencias,Diputación de Cádiz,Diputación Provincial,2475.27,Suministro,Menor,1,24/05/2016,"Rutesa Suministros y Servicios, S.L.",2475.27,24/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/620.csv
SERVI/00020/2016,"Gestión y Visto Bueno de la Federación Andaluza de Atletismo de cada una de las pruebas que componen los circuitos Diputación de Cádiz 2016 de Carreras Populares, Cross y Trail Running.",Diputación de Cádiz,Diputación Provincial,3377.05,Servicios,Menor,1,25/05/2016,Federación Andaluza de Atletismo,3377.05,25/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/625.csv
SERVI/00019/2016,"Impresión de 1000 ejemplares del libro ""20 años de colaboración sindical Hispano-alemana",Diputación de Cádiz,Diputación Provincial,7549.04,Servicios,Menor,3,25/05/2016,"Santa Teresa Industrias Gráficas, S.A.",4986,25/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/624.csv
Factura nº CO CO/000853,Fotocopias Impresoras Servicio de Deportes,Diputación de Cádiz,Diputación de Cádiz,104.25,Servicio,Contrato menor,1,26/05/2016,"SISTEMAS DE OFICINAS DE CÁDIZ, S.L.",104.25,26/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1820.csv
2016/644,Impresión cuadernillos Reglamento,Diputación de Cádiz,DIPUTACION PROVINCIAL DE CADIZ,242.00,SUMINISTRO,MENORES,1,27/05/2016,Copisteria San Rafael,242.00,27/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1792.csv
SERVI/00018/2016,"Gestión, control de inscripciones y clasificaciones finales de cada una de las pruebas que componen los circuitos Diputación de Cádiz de carreras populares, Cross y Trai running 2016",Diputación de Cádiz,Diputación Provincial,14710.74,Servicios,Menor,6,30/05/2016,"Sesca09, S.L.",12900,30/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/626.csv
SUMIN/00031/2016,Mobiliario para las Unidades Técnicas Tributarias del SPRYGT,Diputación de Cádiz,Diputación Provincial,8264.46,Suministro,Menor,3,31/05/2016,"Ofisal Oficinas, S.L.",6030.5,31/05/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/627.csv
Factura nº CO CO/001015,Fotocopias impresoras Servicio de Deportes,Diputación de Cádiz,Diputación de Cádiz,21.01,Servicio,Contrato menor,1,01/06/2016,"SISTEMAS DE OFICINAS DE CÁDIZ, S.L.",21.01,01/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1819.csv
2016013562276,Fotocopias,Diputación de Cádiz,Servicio de Producciones Audiovisuales,77.40,Menores,Menores,1,01/06/2016,"Sistemas de Oficinas Cádiz, S.L.",77.40,01/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/806.csv
SUMIN/00034/2016,Adquisición de mesa y cajonera para SAM Villamartín,Diputación de Cádiz,Diputación Provincial,294.03,Suministro,Menor,3,02/06/2016,"Ofisal Oficinas, S.L.",294.03,02/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/628.csv
SUMIN/00035/2016,Silla ergonómica para uso del Delegado de Prevención (Palacio Provincial),Diputación de Cádiz,Diputación Provincial,156,Suministro,Menor,3,06/06/2016,"Ofisal Oficinas, S.L.",103,06/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/629.csv
16CAG00096,Taller Chandamama de Educación para el Desarrollo en la ludoteca del municipio de Vejer de la Frontera,Diputación de Cádiz,Servicio de Cooperación Internacional,600.00,Menores,Menores,1,07/06/2016,SMART IB de impulso empresarial S. Coop. And.,600.00,07/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/906.csv
16CAG000994,Talleres Ganesha de Educación para el desarrollo de Centros de Mayores realizado en el Municipio de Algar,Diputación de Cádiz,Diputación Provincial de Cádiz,820.00,Servicio,Contratos menores,1,07/06/2016,SMART IB de impulso empresarial S. Coop. And.,820.00,07/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1796.csv
Factura nº Emit-19,Dorsales Carreras Populares y Circuitos Diputación,Diputación de Cádiz,Diputación de Cádiz,7383.42,Servicio,Contrato menor,3,07/06/2016,"GES&CON-CHIP, S.L.",7383.42,07/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1818.csv
SERVI/00017/2016,"Elaboración de un inventario de caminos de uso público de la provincia, creando un registro de todos aquellos caminos de titularidad municipal",Diputación de Cádiz,Diputación Provincial,17402.1,Servicios,Menor,6,10/06/2016,Carlos Quevedo Rojas,16000,10/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/635.csv
2016/723,Cartón Pluma Participación Ciudadana,Diputación de Cádiz,DIPUTACION PROVINCIAL DE CADIZ,72.60,SUMINISTRO,MENORES,1,10/06/2016,Copisteria San Rafael,72.60,10/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1794.csv
2016/722,Carteleria Participación Ciudadana,Diputación de Cádiz,DIPUTACION PROVINCIAL DE CADIZ,99.83,SUMINISTRO,MENORES,1,10/06/2016,Copisteria San Rafael,99.83,10/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1793.csv
OBRAS/00023/2016,Ref.del puente y alrededores Caminito amarillo en Los Angeles,Diputación de Cádiz,Diputación Provincial,24392.71,Obras,Menor,3,10/06/2016,"Hermanos Godino Ramírez, S.L.",24026.82,10/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/622.csv
OBRAS/00024/2016,Acabado e Inst. salón de actos en San pablo de Buceite,Diputación de Cádiz,Diputación Provincial,19752.2,Obras,Menor,3,12/06/2016,"Quini Golf, S.L.",18635.75,12/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/623.csv
Factura nº 3,"- Gorra Técnica Roly BCO/Negro, 200 unidades\n- Cono Chino Gado, 25 unidades\n- Bote Team Padel Dunlop (3 bolas), 550 unidades\n- Recogepelotas Picky Gado, 100 unidades\n- Paletero Spirit Rojo Gado, 15 unidades\n-",Diputación de Cádiz,Diputación de Cádiz,5600.00,Suministro,Contrato Menor,3,16/06/2016,SPORT GARRIDO S.A.,4160.59,16/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/702.csv
SUMIN/00027/2016,Productos farmacéuticos para los Centros de Tratamiento Ambulatorios,Diputación de Cádiz,Diputación Provincial,2479.33,Suministro,Menor,4,16/06/2016,"Centro de Distribución de Material Médico Quirúrgico y Geriátrico ROANSA, S.L.",2150.12,16/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/631.csv
Nº Rect-18F 1051,"-Escalera de Entrenamiento doble, 4 metros, 50 unidades\n-Conjunto de Cono Redondo de 40 unidades, 50 conjuntos\n-Valla PVC de 30 x 60 cm., 175 unidades\n-Aro Hula Hoop bicolor de 85 cm., 150 unidades\n-Pica PVC de 35 cm., 300 unidades",Diputación de Cádiz,Diputación de Cádiz,6000.00,Suministro,Contrato Menor,3,18/06/2016,SPORT GARRIDO S.A.,5912.75,18/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/501.csv
4800000031,Andalucía 7 desafios,Diputación de Cádiz,Diputación Provincial de Cádiz,1000.00,Servicio,Contratos menores,1,21/06/2016,Vcente Ferrer,1000.00,21/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1795.csv
Nº Factura 0000000123,"Prestación de Servicio Técnicos, equipos de  iluminación , sonido y tramoya. Gala Deportistas Destacados 2015",Diputación de Cádiz,Diputación de Cádiz,800.00,Servicios técnicos,Contrato Menor,3,23/06/2016,COBELECTRIC S.L.,786.50,23/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/703.csv
SUMIN/00023/2016,3 Proyectores de 3.000 lúmenes y Res. 800x600 para los CTAs (Centros de Tratamiento Ambulatorio de Drogodependencias),Diputación de Cádiz,Diputación Provincial,991.73,Suministro,Menor,4,23/06/2016,"El Corte Inglés, S.A.",948,23/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/634.csv
Factura nº 1600014090,"Subcarpetas Folio Azul, Funda Multitaladro Folio Cristal  Premiun VT, Rollo Cinta Adhesiva 19x33 VT, Bolsa 184x261 K6 Cuarto Prol.Kraft Autop, Sobre Americano 115x225 balnco Auto/open, Precinto adhesivo 48x66 (Marrón) VT, Papel Fotocpiadora A4 80 gramos Vistacopy, Papel Fotocpiadora A3 80 gramos Vistacopy, lápiz Grafito nº 2 Nataraj, Corrector Roller 12 m. VT, Goma Borrar Milan 445 (Concurso), Afilalápiz Metal VT, Cartulina A4 Blanca, Extregrapas VT, Tijera Oficina 21 cm VT, Minas 0.5 HB VT",Diputación de Cádiz,Diputación de Cádiz,160.76,Suministro,Contrato menor,3,23/06/2016,"VISTALEGRE SUMINISTRO INTEGRAL A OFICINAS, S.L.",160.76,23/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1817.csv
SERVI/00024/2016,Fiestas Lúdico Acuáticas 2016,Diputación de Cádiz,Diputación Provincial,12396.69,Servicios,Menor,4,24/06/2016,"Sesca09, S.L.",12396.69,24/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/633.csv
SUMIN/00032/2016,Mobiliario de oficina para diversos Centros de Tratamiento Ambulatorio (CTAs) del Servicio Provincial de Drogodependencias,Diputación de Cádiz,Diputación Provincial,5314.05,Suministro,Menor,3,28/06/2016,"Ofidisma, S.A.",4048.07,28/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/632.csv
Factura nº CO CO/001448,Fotocopias impresoras del Servicio de Deportes,Diputación de Cádiz,Diputación de Cádiz,146.52,Suministro,Contrato menor,1,28/06/2016,"SISTEMAS DE OFICINAS DE CÁDIZ, S.L.",146.52,28/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1814.csv
SERVI/00012/2016,Mensajería y paquetería entre las unidades administrativas del SPRYGT,Diputación de Cádiz,Diputación Provincial,5369.5,Servicios,Menor,4,28/06/2016,"Aljoyora Expres, S.L.U.",5369.5,28/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/616.csv
0054-2016,APP Anticipate,Diputación de Cádiz,Diputación Provincial de Cádiz,4840.00,Servicio,Contrato menor,1,29/06/2016,Asociación Escuela Prevención Violencia,4840.00,29/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1935.csv
OBRAS/00025/2016,"Sustitución de aire acondicionado nº 37 en dependencia de gabinete técnico Área de Coordinación Política, planta 2ª Palacio Provicial de Cádiz",Diputación de Cádiz,Diputación Provincial,725,Obras,Menor,3,29/06/2016,"Instalaciones Térmicas del Sur, S.L.",665,29/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/630.csv
Factura nº 1600015147,"Sobres Americanos, 115 x 225 blanco Aut/open. Bolsa 184x261 K6 cuarto prol.kraft autop. Subcarpeta folio azul",Diputación de Cádiz,Diputación de Cádiz,31.68,Suministro,Contrato menor,3,30/06/2016,"VISTALEGRE SUMINISTRO INTEGRAL A OFICINAS, S.L.",31.68,30/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1813.csv
SUMIN/00020/2016,Libros para el Servicio de Asistencia Municipal,Diputación de Cádiz,Diputación Provincial,769.23,Suministro,Menor,5,30/06/2016,"La luna nueva, Sociedad Civil",760.76,30/06/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/615.csv
02/2016,"Coordinación Aula Itinerante Memoria Histórica y Democrática. 1ª  factura.\nFase I de Documentación (búsqueda bibliografía tanto general como específica, a nivel provincial y local). Contacto con historiadores. Fase I de Cronograma y Fase I de Proyecciones (acopio de documentales para incluir en las jornadas)",Diputación de Cádiz,Diputación Provincial de Cádiz,4355.76,SERVICIO,CONTRATOS MENORES,1,01/07/2016,Santiago Moreno Tello,4355.76,01/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1884.csv
1/2016,"Estudio y documentación para la realización del documental "" Bebes robados""",Diputación de Cádiz,Diputación Provincial de Cádiz,250.00,Suministro,Contratos menores,1,05/07/2016,Tamara Garcia del valle,250.00,05/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1879.csv
16CAG00128,Talleres Ganesha de Educación para el Desarrollo de Centros de Mayores realizado en al Municipio de Algodonales,Diputación de Cádiz,Diputación  Provincial de Cádiz,820.00,Servicio,Contratos menores,1,05/07/2016,SMART IB de impulso empresarial S. Coop. And.,820.00,05/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1797.csv
16CAG00129,"Talleres Ganesha de Educación para el desarrollo de Centros de Mayores, realizado en el Municipio de Torre Alhaquime",Diputación de Cádiz,Diputación Provincial de Cádiz,820.00,Servicio,Contratos menores,1,05/07/2016,SMART IB de impulso empresarial S. Coop. And.,820.00,05/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1798.csv
16CAG00127,"Talleres Ganesha de Educación para el desarrollo de Centros de Mayores, realizado en el Municipio de Bornos",Diputación de Cádiz,Diputación Provincial de Cádiz,820.00,Servicio,Contratos menores,1,05/07/2016,SMART IB de impulso empresarial S. Coop. And.,820.00,05/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1799.csv
OBRAS/00028/2016,Instalación vallas biondas en varias cc.pp. de zona I,Diputación de Cádiz,Diputación Provincial,49586.77,Obras,Menor,4,06/07/2016,"Sedinfra, S.A.",42074.37,06/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1893.csv
SUMIN/00037/2016,Suministro vestuario laboral para las RR.MM. vacaciones,Diputación de Cádiz,Diputación Provincial,3977.81,Suministro,Menor,3,06/07/2016,Albariza moda Laboral,3977.81,06/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1897.csv
SERVI/00027/2016,"Patología de Firmes en C/ Alambique, C/ Barrero y C/ Peñas de Zahara de la Sierra",Diputación de Cádiz,Diputación Provincial,2700.00,Servicios,Menor,4,07/07/2016,"Geotécnica del Sur, S.A.",2564.00,07/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1896.csv
OBRAS/00035/2016,Refuerzo firme CA-9208 (El Cobre),Diputación de Cádiz,Diputación Provincial,49586.78,Obras,Menor,3,10/07/2016,"Construcciones Maygar, S.L.",45123.98,10/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1888.csv
OBRAS/00034/2016,Reparaciones varias en CA-8201 (Jimena-Puerto de Galis),Diputación de Cádiz,Diputación Provincial,49586.78,Obras,Menor,3,10/07/2016,"Firmes y Carreteras, S.A.",3565.61,10/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1889.csv
OBRAS/00032/2016,Refuerzo firme en tramos CA-3103 (Morabita),Diputación de Cádiz,Diputación Provincial,49586.77,Obras,Menor,3,10/07/2016,"Firmes y Carreteras, S.A.",34980.15,10/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1891.csv
OBRAS/00029/2016,Estab. Calzada p.k. 6 de la CA-6101 (Bornos-Espera),Diputación de Cádiz,Diputación Provincial,49586.77,Obras,Menor,3,12/07/2016,"Construcciones Garrucho, S.A.",41000.00,12/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1894.csv
16CAG00134,"Taller Chandamama de Educación para el Desarrollo de Centros de Ludotecas, realizado en el Municipio de Alcala de los Gazules.",Diputación de Cádiz,Diputación Provincial de Cádiz,600.00,Servicio,Contratos menores,1,13/07/2016,SMART IB de impulso empresarial S. Coop. And.,600.00,13/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1803.csv
16CAG00135,"Taller Chandamama de Educación para el Desarrollo de Centros de Ludotecas, realizado en el Municipio de Algar.",Diputación de Cádiz,Diputación Provincial de Cádiz,600.00,Servicio,Contratos menores,1,13/07/2016,SMART IB de impulso empresarial S. Coop. And.,600.00,13/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1802.csv
OBRAS/00031/2016,Estabilización Calzada entre p.k. 1-2 CA-9113 (El Gastor-Setenil),Diputación de Cádiz,Diputación Provincial,49586.76,Obras,Menor,3,15/07/2016,"Canteras de Almargen, S.L.",37685.94,15/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1892.csv
OBRAS/00033/2016,Refuerzo firme CA-9209 (Algeciras-Los Barrios),Diputación de Cádiz,Diputación Provincial,49586.78,Obras,Menor,3,15/07/2016,"Construcciones Garrucho, S.A.",41500.00,15/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1890.csv
SUMIN/00045/2016,Adquisición de 2 pares de zapatos para mayordomía,Diputación de Cádiz,Diputación Provincial,61.08,Suministro,Menor,1,18/07/2016,"Rulesa Suministros y Servicios, S.L.",61.08,18/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1908.csv
OBRAS/00026/2016,Redistribución interior en P.B. oficinas centrales Recaudación. Zona Franca,Diputación de Cádiz,Diputación Provinical,4931.51,Obras,Menor,3,20/07/2016,"Cerrajería Salado, S.L.",4721.00,20/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1887.csv
201601541722,"Alquiler Unidad Móvil, cuatro cámaras para retransmisión del Pleno de la Diputación celebrado en Medina Sidonia.",Diputación de Cádiz,Diputación Provincial de Cádiz,2541.00,Suministro,Contratos menores,1,22/07/2016,"Mediasur Producciones  Audiovisuales, S.L.",2541.00,22/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1878.csv
2016015141699,Ampliación de señal de satélite para retransmisión de los actos del Día de la Provincia,Diputación de Cádiz,Diputación Provincial de Cádiz,169.40,Servicio,Contratos menores,1,22/07/2016,"Mediasur Producciones  Audiovisuales, S.L.",169.40,22/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1877.csv
16CAG00148,"Taller Chandamama de Educación para el Desarrollo de Centros de Ludotecas, realizado en el Municipio de Olvera.",Diputación de Cádiz,Dipuatción Provincial de Cádiz,600.00,Servicio,Contratos menores,1,22/07/2016,SMART IB de impulso empresarial S. Coop. And.,600.00,22/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1804.csv
OBRAS/00042/2016,Cerramiento vallado perimetral acuartelamiento G. Civil,Diputación de Cádiz,Diputación Provincial,5785.12,Obras,Menor,3,25/07/2016,"2012 Gestiona Innovación Andaluza, S.L.",4195.00,25/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1902.csv
OBRAS/00027/2016,Instalación de climatización de P.B. Edificio Roma,Diputación de Cádiz,Diputación Provincial,21189.79,Obras,Menor,3,25/07/2016,"Tecnomax C&A, S.L. (Climatización y Acondicionamiento)",17347.71,25/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1886.csv
16CAG00149,"Taller Chandamama de educación para el Desarrollo de Centros de Ludotecas, en el Municipio de Bornos.",Diputación de Cádiz,Diputación Provincial de Cádiz,600.00,Servicio,Contratos menores,1,25/07/2016,SMART IB de impulso empresarial S. Coop. And.,600.00,25/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1805.csv
OBRAS/00043/2016,"Picado, repellado, pintado y cambio solería dependencias archivos",Diputación de Cádiz,Diputación Provincial,2066.12,Obras,Menor,3,27/07/2016,"Construcciones Cañino, S.L.",1827.84,27/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1900.csv
SERVI/00030/2016,"Coord.Seg. y Salud obras 28, 29 y 31 a 35 Plan Vías y Obras",Diputación de Cádiz,Diputación Provincial,3471.07,Servicios,Menor,4,27/07/2016,"PSM4 Gestión Integral de Proyectos, S.L.",1909.11,27/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1899.csv
SUMIN/00039/2016,Camisetas técnicas deportivas personalizadas con la imagen de la Diputación de Cádiz así como el logotipo del Tricentenario de la Casa de Contratación,Diputación de Cádiz,Diputación Provincial,10330.57,Suministro,Menor,8,28/07/2016,"Sport Garrido, S.A.",10330.57,28/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1909.csv
OBRAS/00040/2016,Asfaltado carril en patio en dependencias de la Guardia Civil San García,Diputación de Cádiz,Diputación Provincial,4132.23,Obras,Menor,3,28/07/2016,"Manuel Alba, S.A.",4132.23,28/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1907.csv
OBRAS/00046/2016,Nueva solería planta alta edificio advo. Cuartel G. Civil,Diputación de Cádiz,Diputación Provincial,5954.34,Obras,Menor,3,29/07/2016,"Promociones Jorge Trujillo, S.L.",4975.00,29/07/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1904.csv
SUMIN/00038/2016,Tres Calefactores con función ventilador para despachos para el Servicio Provincial de Drogodependencias (2 al CTA de Jerez y 1 al CTA de Conil),Diputación de Cádiz,Diputación Provincial,180.00,Suministro,Menor,5,01/08/2016,"Ferretería Xerez, S.L.",81.82,01/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1898.csv
04/2016,"Coordinación Aula Itinerante Memoria Histórica y Democrática. 2ª factura.\n Fase II de Documentación (búsqueda bibliografía tanto general como específica, a nivel provincial y local). Contacto con historiadores. Fase II de Cronograma y Fase I! de Proyecciones (elección de documentales)",Diputación de Cádiz,Diputación Provincial de Cádiz,4355.76,SERVICIO,CONTRATOS MENORES,1,02/08/2016,Santiago Moreno Tello,4355.76,02/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1881.csv
Factura nº  2016-096,"Programa ""Fiestas Lúdico-Acuáticas"", actividades en piscinas al aire libre de los municipios de la Provincia.",Diputación de Cádiz,Diputación de Cádiz,5852.00,Servicio,Contrato menor,3,02/08/2016,"SESCA09, S.L.",5852.00,02/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1872.csv
OBRAS/00039/2016,Adecent. zonas comunes e inst. contadores dependencias G. Civil,Diputación de Cádiz,Diputación Provincial,6198.35,Obras,Menor,3,09/08/2016,"Instalaciones Eléctricas Bahía, S.L.",5200.00,09/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1901.csv
16CAG00163,"Talleres Ganesha de Educación para el desarrollo de Centros de Mayores, realizado en el Municipio de Zahara de la Sierra",Diputación de Cádiz,Diputación Provincial de Cádiz,820.00,Servicio,Contratos menores,1,09/08/2016,SMART IB de impulso empresarial S. Coop. And.,820.00,09/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1800.csv
16CAG00162,"Taller Chandamama de Educación para el Desarrollo de Centros de Ludotecas, realizado en el Municipio de Torre Alhaquime.",Diputación de Cádiz,Diputación Provincial de Cádiz,600.00,Servicio,Contratos menores,1,09/08/2016,SMART IB de impulso empresarial S. Coop. And.,600.00,09/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1806.csv
16CAG00164,"Taller Chandamama de educación para el Desarrollo de Centros de Ludotecas, realizado en el Municipio de Tarifa.",Diputación de Cádiz,Diputación Provincial de Cádiz,600.00,Servicio,Contratos menores,1,09/08/2016,SMART IB de impulso empresarial S. Coop. And.,600.00,09/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1807.csv
Nº Factura 7765/16,"Trofeos Especial Metal Diputación Azul, Trofeos Especial Metal Diputación Base Piedra, Grabados Cristal, Cristal Óptico",Diputación de Cádiz,Diputación de Cádiz,12007.99,Suministro,Contrato menor,3,10/08/2016,TODOLAMP TROFEOS,12007.99,10/08/2016,,http://apirtod.dipucadiz.es/api/datos/contratos_menores/1873.csv
